user_ID,total_messages,profane_messages,avg_angry_score,avg_happy_score,avg_sad_score,avg_surprised_score,avg_fear_score
Zola,31,1,0.020322580645161296,0.09161290322580645,0.1990322580645161,0.08129032258064514,0.3816129032258065
Berry,615,1,0.03518699186991868,0.056634146341463444,0.20198373983739826,0.1721951219512197,0.35964227642276436
Lavinia,50,0,0.014599999999999995,0.004999999999999999,0.18979999999999997,0.16320000000000004,0.4672
Giovanna,49,1,0.05326530612244898,0.08244897959183675,0.17346938775510204,0.10897959183673471,0.3363265306122448
Wenona,25,0,0.060000000000000026,0.11960000000000001,0.2492,0.09,0.3208
Sonny,302,2,0.04496688741721851,0.0519205298013245,0.15572847682119212,0.18639072847682112,0.3321192052980135
Willow,258,0,0.026007751937984495,0.07368217054263566,0.1713565891472868,0.17748062015503868,0.27992248062015496
Adrian,8,0,0.015000000000000001,0.04625,0.1725,0.03125,0.35875
See,12,0,0.0,0.030833333333333334,0.30916666666666665,0.18333333333333335,0.2275
Torie,45,0,0.07755555555555554,0.07377777777777779,0.12288888888888891,0.2013333333333333,0.36822222222222223
Kenia,15,0,0.04466666666666667,0.007333333333333334,0.13466666666666666,0.31666666666666665,0.4293333333333333
Ted,7,0,0.14714285714285716,0.06428571428571428,0.11857142857142858,0.19999999999999998,0.46571428571428575
Candi,18,0,0.018333333333333333,0.011111111111111113,0.1127777777777778,0.06666666666666667,0.40166666666666667
Tobie,41,0,0.03536585365853659,0.10243902439024391,0.13073170731707315,0.3004878048780487,0.25829268292682916
Debbi,17,0,0.014705882352941176,0.029411764705882353,0.09235294117647058,0.13470588235294118,0.3164705882352941
Noella,93,0,0.026021505376344085,0.07301075268817211,0.15924731182795693,0.1438709677419353,0.3177419354838709
Margaret,1496,4,0.039953208556149755,0.06104946524064176,0.18760695187165785,0.17677139037433165,0.3721858288770057
Loretta,39,1,0.018205128205128204,0.08564102564102566,0.16051282051282054,0.14179487179487177,0.3876923076923077
Kareen,458,0,0.022663755458515285,0.0511572052401747,0.14137554585152837,0.14744541484716153,0.29875545851528373
Ramiro,4,0,0.0,0.295,0.1925,0.35000000000000003,0.1625
Rebeca,424,1,0.027334905660377346,0.05115566037735849,0.1559905660377356,0.1784905660377358,0.3625235849056603
Barbera,21,0,0.0738095238095238,0.1242857142857143,0.10428571428571429,0.20095238095238094,0.21000000000000002
Lois,34,0,0.0,0.029411764705882353,0.08323529411764706,0.2038235294117647,0.36
Juan,4,0,0.0675,0.025,0.4325,0.275,0.2
Kallie,2,0,0.0,0.055,0.0,0.22,0.22
Darcel,39,0,0.027948717948717946,0.2505128205128205,0.05128205128205128,0.11102564102564103,0.22538461538461535
Cecile,23,0,0.10304347826086957,0.03478260869565217,0.13521739130434784,0.1108695652173913,0.26869565217391306
Zena,15,0,0.09666666666666666,0.09666666666666668,0.26333333333333336,0.14733333333333334,0.26066666666666666
Raul,98,0,0.02448979591836735,0.05551020408163266,0.19836734693877547,0.17836734693877554,0.2669387755102042
Hiram,26,0,0.028846153846153848,0.02923076923076923,0.19076923076923077,0.17538461538461542,0.42076923076923084
Lucia,19,0,0.08789473684210526,0.03684210526315789,0.46684210526315795,0.18578947368421053,0.17052631578947364
Kaycee,1,0,0.0,0.09,0.36,0.0,0.55
Cary,10,0,0.0,0.0,0.0,0.14499999999999996,0.45499999999999996
Ila,2,0,0.0,0.0,0.09,0.6799999999999999,0.225
Page,7,0,0.0,0.06428571428571428,0.2071428571428571,0.042857142857142864,0.2571428571428571
Vernice,18,1,0.029444444444444447,0.017777777777777778,0.165,0.16944444444444443,0.28444444444444444
Nathan,1,0,0.08,0.0,0.04,0.23,0.65
Adelaida,28,0,0.010714285714285713,0.09571428571428572,0.2125,0.18928571428571428,0.31357142857142856
Virgina,4,0,0.05,0.05,0.0,0.0,0.4
Jodie,193,1,0.037616580310880825,0.048860103626943006,0.1576683937823834,0.1826943005181346,0.3238860103626942
Rene,44,1,0.03272727272727273,0.13681818181818176,0.17340909090909096,0.21068181818181825,0.4222727272727273
Jolene,6,0,0.024999999999999998,0.17833333333333332,0.051666666666666666,0.21333333333333335,0.5316666666666667
